areacode,行政區,路名,巷,弄
65000090,三峽區,民族街,２８巷,
65000090,三峽區,民族街,２８巷,９弄
65000090,三峽區,民族街,５巷,
65000090,三峽區,民族街,５６巷,
65000090,三峽區,民族街,５６巷,１３弄
65000090,三峽區,民族街,７８巷,
65000090,三峽區,民族街,７８巷,２弄
65000090,三峽區,民族街,９巷,
65000090,三峽區,民權街,,
65000090,三峽區,民權街,１７０巷,
65000090,三峽區,民權街,１８８巷,
65000090,三峽區,民權街,８４巷,
65000090,三峽區,民生街,,
65000090,三峽區,民生街,１巷,
65000090,三峽區,民生街,１０４巷,
65000090,三峽區,民生街,１１６巷,
65000090,三峽區,民生街,１４６巷,
65000090,三峽區,民生街,１５１巷,
65000090,三峽區,民生街,１９巷,
65000090,三峽區,民生街,１９巷,１３弄
65000090,三峽區,民生街,１９巷,７弄
65000090,三峽區,民生街,２７巷,
65000090,三峽區,永安街,,
65000090,三峽區,永安街,１１３巷,
65000090,三峽區,永安街,１６７巷,
65000090,三峽區,永安街,１８１巷,
65000090,三峽區,永安街,１８６巷,
65000090,三峽區,永安街,７７巷,
65000090,三峽區,永安街,９巷,
65000090,三峽區,永安街,９５巷,
65000090,三峽區,清水街,,
65000090,三峽區,溪北街,,
65000090,三峽區,溪北街,８５巷,
65000090,三峽區,溪東路,,
65000090,三峽區,溪東路,１１２巷,
65000090,三峽區,溪東路,１１２巷,５５弄
65000090,三峽區,溪東路,１１２巷,８弄
65000090,三峽區,溪東路,１２５巷,
65000090,三峽區,溪東路,１７８巷,
65000090,三峽區,溪東路,１７８巷,１３弄
65000090,三峽區,溪東路,１９９巷,
65000090,三峽區,溪東路,２０５巷,
65000090,三峽區,溪東路,２１巷,
65000090,三峽區,溪東路,２１１巷,
65000090,三峽區,溪東路,２１１巷,１２弄
65000090,三峽區,溪東路,２１１巷,１８弄
65000090,三峽區,溪東路,２１１巷,２弄
65000090,三峽區,溪東路,２１１巷,３１弄
65000090,三峽區,溪東路,２１１巷,６９弄
65000090,三峽區,溪東路,２１８巷,
65000090,三峽區,溪東路,２１８巷,２４弄
65000090,三峽區,溪東路,２１８巷,５弄
65000090,三峽區,溪東路,２３３巷,
65000090,三峽區,溪東路,２３３巷,１１弄
65000090,三峽區,溪東路,２３３巷,１６弄
65000090,三峽區,溪東路,２３３巷,１８弄
65000090,三峽區,溪東路,２３３巷,２弄
65000090,三峽區,溪東路,２３３巷,４弄
65000090,三峽區,溪東路,２３３巷,４５弄
65000090,三峽區,溪東路,２３３巷,４７弄
65000090,三峽區,溪東路,２３８巷,
65000090,三峽區,溪東路,２７９巷,
65000090,三峽區,溪東路,２９９巷,
65000090,三峽區,溪東路,３０８巷,
65000090,三峽區,溪東路,３１５巷,
65000090,三峽區,溪東路,３１５巷,１弄
65000090,三峽區,溪東路,３１５巷,３弄
65000090,三峽區,溪東路,３１５巷,４８弄
65000090,三峽區,溪東路,３２４巷,
65000090,三峽區,溪東路,３３８巷,
65000090,三峽區,溪東路,３４巷,
65000090,三峽區,溪東路,３７１巷,２弄
65000090,三峽區,溪東路,３７１巷,４弄
65000090,三峽區,溪東路,４１８巷,
65000090,三峽區,溪東路,４５巷,
65000090,三峽區,溪東路,４５巷,１１弄
65000090,三峽區,溪東路,４７３巷,
65000090,三峽區,溪東路,４７３巷,１３弄
65000090,三峽區,溪東路,４７３巷,３３弄
65000090,三峽區,溪東路,４７３巷,５弄
65000090,三峽區,溪東路,５６巷,
65000090,三峽區,溪東路,９１巷,
65000090,三峽區,牛角坑路,,
65000090,三峽區,牛角坑路,２４巷,
65000090,三峽區,秀川街,,
65000090,三峽區,秀川街,１４巷,
65000090,三峽區,秀川街,１７巷,
65000090,三峽區,秀川街,２６巷,
65000090,三峽區,秀川街,４４巷,
65000090,三峽區,竹安路,,
65000090,三峽區,竹崙路,,
65000090,三峽區,竹崙路,１３５巷,
65000090,三峽區,竹崙路,１４２巷,
65000090,三峽區,竹崙路,１５６巷,
65000090,三峽區,竹崙路,１６６巷,
65000090,三峽區,竹崙路,２１６巷,
65000090,三峽區,竹崙路,５２巷,
65000090,三峽區,竹崙路,６巷,
65000090,三峽區,竹崙路,８巷,
65000090,三峽區,竹崙路,９５巷,
65000090,三峽區,紫和路,,
65000090,三峽區,紫微南路,,
65000090,三峽區,紫微路,,
65000090,三峽區,紫新路,,
65000090,三峽區,紫新路,１６巷,
65000090,三峽區,紫新路,２３巷,
65000090,三峽區,紫新路,２５巷,
65000090,三峽區,紫新路,２６巷,
65000090,三峽區,紫新路,３２巷,
65000090,三峽區,紫新路,３６巷,
65000090,三峽區,紫新路,３８巷,
65000090,三峽區,紫新路,３８巷,１３弄
65000090,三峽區,長泰街,,
65000090,三峽區,長泰街,１８巷,
65000090,三峽區,長泰街,３３巷,
65000090,三峽區,長泰街,３３巷,１４弄
65000090,三峽區,長泰街,３３巷,２弄
65000090,三峽區,長泰街,４０巷,
65000090,三峽區,長泰街,４１巷,
65000090,三峽區,長泰街,４１巷,１１弄
65000090,三峽區,長泰街,４１巷,１６弄
65000090,三峽區,長泰街,５巷,
65000090,三峽區,長泰街,５巷,６弄
65000090,三峽區,長泰街,５６巷,
65000090,三峽區,長泰街,６巷,
65000090,三峽區,長泰街,７８巷,
65000090,三峽區,長泰街,７８巷,１弄
65000090,三峽區,長泰街,９８巷,
65000090,三峽區,長泰街,９８巷,２弄
65000090,三峽區,長福街,,
65000090,三峽區,隆恩街,,
65000090,三峽區,隆恩街,１５８巷,
65000090,三峽區,隆恩街,１５８巷,３弄
65000090,三峽區,隆恩街,１７６巷,
65000090,三峽區,隆恩街,１７７巷,
65000090,三峽區,隆恩街,１７８巷,
65000090,三峽區,頭寮坑路,,
65000090,三峽區,頭寮坑路,２巷,
65000090,三峽區,鳶峰路,,
65000090,三峽區,龍埔路,,
